,Country,Player,Runs,MatchDate,Weekday,Ground,Versus,Balls,Centuries,Strike_Rate
42445,West Indies,Desmond L Haynes,123,06-01-1985,Sun,Melbourne Cricket Ground,Australia,130,1,0.9461538461538461
42446,West Indies,Desmond L Haynes,117,07-03-1989,Tue,Kensington Oval,India,132,1,0.8863636363636364
42447,West Indies,Desmond L Haynes,116,23-04-1985,Tue,Kensington Oval,New Zealand,138,1,0.8405797101449275
42448,West Indies,Desmond L Haynes,115,05-03-1994,Sat,Queen's Park Oval,England,112,1,1.0267857142857142
42449,West Indies,Desmond L Haynes,111,10-12-1988,Sat,Adelaide Oval,Pakistan,107,1,1.0373831775700935
42450,West Indies,Desmond L Haynes,108,17-01-1984,Tue,Sydney Cricket Ground,Australia,130,1,0.8307692307692308
42451,West Indies,Desmond L Haynes,107,01-11-1989,Wed,Eden Gardens,Pakistan,137,1,0.781021897810219
42452,West Indies,Desmond L Haynes,105,13-10-1987,Tue,National Stadium,Sri Lanka,124,1,0.8467741935483871
42453,West Indies,Desmond L Haynes,104,26-04-1984,Thu,Sabina Park,Australia,102,1,1.0196078431372548
42454,West Indies,Desmond L Haynes,102,19-04-1984,Thu,Mindoo Philip Park,Australia,142,1,0.7183098591549296
42455,West Indies,Desmond L Haynes,101,17-12-1988,Sat,Bellerive Oval,Pakistan,112,1,0.9017857142857143
42663,West Indies,Christopher H Gayle,153,22-11-2003,Sat,Queens Sports Club,Zimbabwe,159,1,0.9622641509433962
42664,West Indies,Christopher H Gayle,152,15-08-2001,Wed,Simba Union Ground,Kenya,150,1,1.0133333333333334
42665,West Indies,Christopher H Gayle,152,04-02-2004,Wed,The Wanderers Stadium,South Africa,153,1,0.9934640522875817
42666,West Indies,Christopher H Gayle,140,15-11-2002,Fri,Sardar Patel Stadium,India,127,1,1.1023622047244095
42667,West Indies,Christopher H Gayle,135,13-01-2009,Tue,McLean Park,New Zealand,129,1,1.0465116279069768
42668,West Indies,Christopher H Gayle,133,02-11-2006,Thu,Sawai Mansingh Stadium,South Africa,135,1,0.9851851851851852
42669,West Indies,Christopher H Gayle,132,11-05-2005,Wed,Kensington Oval,South Africa,152,1,0.868421052631579
42670,West Indies,Christopher H Gayle,132,06-07-2004,Tue,Lord's,England,165,1,0.8
42671,West Indies,Christopher H Gayle,124,22-05-2005,Sun,Beausejour Cricket Ground,Pakistan,137,1,0.9051094890510949
42672,West Indies,Christopher H Gayle,123,18-05-2006,Thu,Sabina Park,India,130,1,0.9461538461538461
42673,West Indies,Christopher H Gayle,122,16-11-2008,Sun,Sheik Zayed Stadium,Pakistan,137,1,0.8905109489051095
42674,West Indies,Christopher H Gayle,119,04-03-2003,Tue,De Beers Diamond Oval,Kenya,151,1,0.7880794701986755
42675,West Indies,Christopher H Gayle,113,12-11-2008,Wed,Sheik Zayed Stadium,Pakistan,106,1,1.0660377358490567
42676,West Indies,Christopher H Gayle,112,30-11-2003,Sun,Harare Sports Club,Zimbabwe,75,1,1.4933333333333334
42677,West Indies,Christopher H Gayle,110,24-08-2008,Sun,Maple Leaf North - West Ground,Canada,77,1,1.4285714285714286
42678,West Indies,Christopher H Gayle,104,11-10-2006,Wed,Sawai Mansingh Stadium,Bangladesh,118,1,0.8813559322033898
42679,West Indies,Christopher H Gayle,103,09-11-2002,Sat,Vidarbha Cricket Association Ground,India,116,1,0.8879310344827587
42680,West Indies,Christopher H Gayle,101,18-11-2002,Mon,Reliance Stadium,India,107,1,0.9439252336448598
42681,West Indies,Christopher H Gayle,101,28-10-2006,Sat,Sardar Patel Stadium,England,128,1,0.7890625
42864,West Indies,Isaac V A Richards,189,31-05-1984,Thu,Old Trafford,England,170,1,1.111764705882353
42865,West Indies,Isaac V A Richards,181,13-10-1987,Tue,National Stadium,Sri Lanka,125,1,1.448
42866,West Indies,Isaac V A Richards,153,09-12-1979,Sun,Melbourne Cricket Ground,Australia,130,1,1.176923076923077
42867,West Indies,Isaac V A Richards,149,07-12-1983,Wed,Keenan Stadium,India,99,1,1.505050505050505
42868,West Indies,Isaac V A Richards,138,23-06-1979,Sat,Lord's,England,157,1,0.8789808917197452
42869,West Indies,Isaac V A Richards,119,15-06-1983,Wed,The Oval,India,146,1,0.815068493150685
42870,West Indies,Isaac V A Richards,119,26-08-1976,Thu,North Marine Road Ground,England,133,1,0.8947368421052632
42871,West Indies,Isaac V A Richards,119,18-03-1987,Wed,Carisbrook,New Zealand,113,1,1.0530973451327434
42872,West Indies,Isaac V A Richards,110,05-01-1988,Tue,Madhavrao Scindia Cricket Ground,India,77,1,1.4285714285714286
42873,West Indies,Isaac V A Richards,106,22-01-1984,Sun,Melbourne Cricket Ground,Australia,95,1,1.1157894736842104
42874,West Indies,Isaac V A Richards,103,15-01-1985,Tue,Sydney Cricket Ground,Australia,122,1,0.8442622950819673
43024,West Indies,Richard B Richardson,122,21-10-1991,Mon,Sharjah CA Stadium,Pakistan,121,1,1.0082644628099173
43025,West Indies,Richard B Richardson,110,30-10-1987,Fri,National Stadium,Pakistan,135,1,0.8148148148148148
43026,West Indies,Richard B Richardson,109,03-12-1986,Wed,Sharjah CA Stadium,Sri Lanka,120,1,0.9083333333333333
43027,West Indies,Richard B Richardson,108,03-03-1990,Sat,Sabina Park,England,132,1,0.8181818181818182
43028,West Indies,Richard B Richardson,106,17-10-1991,Thu,Sharjah CA Stadium,Pakistan,142,1,0.7464788732394366
43233,West Indies,Carl L Hooper,113,22-01-1988,Fri,Captain Roop Singh Stadium,India,97,1,1.1649484536082475
43234,West Indies,Carl L Hooper,112,17-02-2002,Sun,Sharjah CA Stadium,Pakistan,127,1,0.8818897637795275
43235,West Indies,Carl L Hooper,111,01-11-1994,Tue,Nehru Stadium (Guwahati),New Zealand,114,1,0.9736842105263158
43236,West Indies,Carl L Hooper,110,05-01-1997,Sun,Brisbane Cricket Ground,Australia,109,1,1.0091743119266054
43237,West Indies,Carl L Hooper,108,24-01-1999,Sun,Buffalo Park,South Africa,119,1,0.907563025210084
43238,West Indies,Carl L Hooper,105,03-11-1997,Mon,Gaddafi Stadium,South Africa,101,1,1.0396039603960396
43239,West Indies,Carl L Hooper,100,13-12-1997,Sat,Sharjah CA Stadium,England,135,1,0.7407407407407407
43432,West Indies,Ramnaresh R Sarwan,115,23-05-2006,Tue,Warner Park,India,119,1,0.9663865546218487
43433,West Indies,Ramnaresh R Sarwan,104,05-05-2004,Wed,Kensington Oval,England,105,1,0.9904761904761905
43434,West Indies,Ramnaresh R Sarwan,102,02-12-2002,Mon,Bangabandhu National Stadium,Bangladesh,100,1,1.02
43435,West Indies,Ramnaresh R Sarwan,100,15-04-2010,Thu,Sabina Park,Ireland,119,1,0.8403361344537815
43587,West Indies,Cuthbert Gordon Greenidge,133,28-03-1987,Sat,AMI Stadium,New Zealand,140,1,0.95
43588,West Indies,Cuthbert Gordon Greenidge,117,18-03-1989,Sat,Antigua Recreation Ground,India,123,1,0.9512195121951219
43589,West Indies,Cuthbert Gordon Greenidge,115,07-12-1983,Wed,Keenan Stadium,India,134,1,0.8582089552238806
43590,West Indies,Cuthbert Gordon Greenidge,110,26-01-1985,Sat,Adelaide Oval,Sri Lanka,128,1,0.859375
43591,West Indies,Cuthbert Gordon Greenidge,106,09-06-1979,Sat,Edgbaston,India,173,1,0.6127167630057804
43592,West Indies,Cuthbert Gordon Greenidge,105,13-06-1983,Mon,New Road,Zimbabwe,147,1,0.7142857142857143
43593,West Indies,Cuthbert Gordon Greenidge,104,21-03-1987,Sat,Eden Park,New Zealand,100,1,1.04
43594,West Indies,Cuthbert Gordon Greenidge,103,21-11-1981,Sat,Melbourne Cricket Ground,Pakistan,161,1,0.639751552795031
43595,West Indies,Cuthbert Gordon Greenidge,103,06-02-1980,Wed,AMI Stadium,New Zealand,137,1,0.7518248175182481
43596,West Indies,Cuthbert Gordon Greenidge,102,18-10-1988,Tue,Sharjah CA Stadium,Pakistan,154,1,0.6623376623376623
43597,West Indies,Cuthbert Gordon Greenidge,100,04-01-1987,Sun,W.A.C.A. Ground,Australia,119,1,0.8403361344537815
43711,West Indies,Philip V Simmons,122,07-04-1992,Tue,Sabina Park,South Africa,113,1,1.079646017699115
43712,West Indies,Philip V Simmons,110,13-03-1992,Fri,Berri Oval,Sri Lanka,125,1,0.88
43713,West Indies,Philip V Simmons,104,12-04-1992,Sun,Queen's Park Oval,South Africa,139,1,0.7482014388489209
43714,West Indies,Philip V Simmons,104,25-01-1988,Mon,University Stadium,India,129,1,0.8062015503875969
43715,West Indies,Philip V Simmons,103,06-04-1996,Sat,Arnos Vale Ground,New Zealand,124,1,0.8306451612903226
43835,West Indies,Wavell W Hinds,127,29-11-2003,Sat,Harare Sports Club,Zimbabwe,141,1,0.900709219858156
43836,West Indies,Wavell W Hinds,125,30-05-2003,Fri,National Cricket Stadium,Australia,140,1,0.8928571428571429
43837,West Indies,Wavell W Hinds,116,02-04-2000,Sun,Sabina Park,Zimbabwe,125,1,0.928
43838,West Indies,Wavell W Hinds,107,21-01-2005,Fri,Brisbane Cricket Ground,Australia,138,1,0.7753623188405797
43839,West Indies,Wavell W Hinds,103,01-06-2003,Sun,National Cricket Stadium,Australia,130,1,0.7923076923076923
43937,West Indies,Marlon N Samuels,108,24-11-2002,Sun,Indira Gandhi Stadium,India,75,1,1.44
43938,West Indies,Marlon N Samuels,100,13-12-2006,Wed,Multan Cricket Stadium,Pakistan,99,1,1.0101010101010102
44043,West Indies,Augustine L Logie,109,12-03-1988,Sat,Sabina Park,Pakistan,119,1,0.9159663865546218
44163,West Indies,Sherwin L Campbell,105,16-07-2000,Sun,Riverside Ground,Zimbabwe,137,1,0.7664233576642335
44164,West Indies,Sherwin L Campbell,103,01-04-2000,Sat,Sabina Park,Zimbabwe,130,1,0.7923076923076923
44339,West Indies,Ricardo L Powell,124,08-09-1999,Wed,Kallang Ground,India,93,1,1.3333333333333333
44431,West Indies,Clive H Lloyd,102,21-06-1975,Sat,Lord's,Australia,85,1,1.2
44611,West Indies,Dwayne J J Bravo,112,28-10-2006,Sat,Sardar Patel Stadium,England,124,1,0.9032258064516129
44876,West Indies,Stuart C Williams,105,16-12-1997,Tue,Sharjah CA Stadium,India,149,1,0.7046979865771812
44925,West Indies,Runako S Morton,110,01-03-2006,Wed,McLean Park,New Zealand,155,1,0.7096774193548387
44926,West Indies,Runako S Morton,109,13-05-2006,Sat,Queen's Park Oval,Zimbabwe,150,1,0.7266666666666667
44969,West Indies,Hilary A Gomes,101,02-02-1985,Sat,W.A.C.A. Ground,Sri Lanka,89,1,1.1348314606741574
45028,West Indies,Devon S Smith,107,11-03-2011,Fri,Punjab Cricket Association Stadium,Ireland,133,1,0.8045112781954887
45066,West Indies,Lendl M P Simmons,122,13-10-2011,Thu,Shere Bangla National Stadium,Bangladesh,124,1,0.9838709677419355
45465,West Indies,Philo A Wallace,103,01-11-1998,Sun,Bangabandhu National Stadium,South Africa,102,1,1.0098039215686274
45761,West Indies,Carlisle A Best,100,07-03-1990,Wed,Bourda,England,119,1,0.8403361344537815
45840,West Indies,Clayton B Lambert,119,08-04-1998,Wed,Queen's Park Oval,England,124,1,0.9596774193548387
45891,West Indies,Xavier M Marshall,157,22-08-2008,Fri,Maple Leaf North - West Ground,Canada,118,1,1.3305084745762712
46012,West Indies,Roy C Fredericks,105,07-09-1973,Fri,The Oval,England,122,1,0.860655737704918
46081,West Indies,Adrian Barath,113,31-01-2011,Mon,Sinhalese Sports Club Ground,Sri Lanka,129,1,0.875968992248062
46270,West Indies,Travis M Dowlin,100,28-07-2009,Tue,Windsor Park,Bangladesh,117,1,0.8547008547008547
46911,Zimbabwe,Andrew Flower,145,14-09-2002,Sat,R. Premadasa Stadium,India,164,1,0.8841463414634146
46912,Zimbabwe,Andrew Flower,142,07-10-2001,Sun,Harare Sports Club,England,128,1,1.109375
46913,Zimbabwe,Andrew Flower,120,21-10-2000,Sat,Sharjah CA Stadium,Sri Lanka,141,1,0.851063829787234
46914,Zimbabwe,Andrew Flower,115,23-02-1992,Sun,Pukekura Park,Sri Lanka,152,1,0.756578947368421
47105,Zimbabwe,Grant W Flower,142,11-04-2001,Wed,Queens Sports Club,Bangladesh,128,1,1.109375
47106,Zimbabwe,Grant W Flower,140,27-03-1999,Sat,Bangabandhu National Stadium,Kenya,125,1,1.12
47107,Zimbabwe,Grant W Flower,112,26-01-1998,Mon,Sinhalese Sports Club Ground,Sri Lanka,138,1,0.8115942028985508
47108,Zimbabwe,Grant W Flower,105,30-11-2002,Sat,Harare Sports Club,Pakistan,146,1,0.7191780821917808
47109,Zimbabwe,Grant W Flower,104,13-10-2001,Sat,Queens Sports Club,England,137,1,0.7591240875912408
47110,Zimbabwe,Grant W Flower,102,09-04-1998,Thu,Barabati Stadium,India,118,1,0.864406779661017
47301,Zimbabwe,Alistair D R Campbell,131,05-11-1994,Sat,Harare Sports Club,Sri Lanka,115,1,1.1391304347826088
47302,Zimbabwe,Alistair D R Campbell,124,30-01-2001,Tue,Bellerive Oval,Australia,142,1,0.8732394366197183
47303,Zimbabwe,Alistair D R Campbell,111,04-01-2001,Thu,Westpac Stadium,New Zealand,133,1,0.8345864661654135
47304,Zimbabwe,Alistair D R Campbell,105,26-10-2000,Thu,Sharjah CA Stadium,India,133,1,0.7894736842105263
47305,Zimbabwe,Alistair D R Campbell,103,08-04-2001,Sun,Harare Sports Club,Bangladesh,145,1,0.7103448275862069
47306,Zimbabwe,Alistair D R Campbell,102,03-04-1998,Fri,Sardar Patel Stadium,Australia,145,1,0.7034482758620689
47307,Zimbabwe,Alistair D R Campbell,100,24-10-1998,Sat,Bangabandhu National Stadium,New Zealand,143,1,0.6993006993006993
47474,Zimbabwe,Brendan R M Taylor,145,15-10-2010,Fri,OUTsurance Oval,South Africa,136,1,1.0661764705882353
47475,Zimbabwe,Brendan R M Taylor,128,20-10-2011,Thu,Harare Sports Club,New Zealand,120,1,1.0666666666666667
47476,Zimbabwe,Brendan R M Taylor,119,07-06-2010,Mon,Harare Sports Club,Sri Lanka,137,1,0.8686131386861314
47477,Zimbabwe,Brendan R M Taylor,118,05-11-2009,Thu,Zahur Ahmed Chowdhury Stadium,Bangladesh,125,1,0.944
47478,Zimbabwe,Brendan R M Taylor,107,22-10-2011,Sat,Harare Sports Club,New Zealand,105,1,1.019047619047619
47479,Zimbabwe,Brendan R M Taylor,106,19-08-2011,Fri,Queens Sports Club,Bangladesh,137,1,0.7737226277372263
47594,Zimbabwe,Tatenda Taibu,107,26-08-2007,Sun,Harare Sports Club,South Africa,103,1,1.0388349514563107
47595,Zimbabwe,Tatenda Taibu,103,08-11-2009,Sun,Willowmoore Park,South Africa,112,1,0.9196428571428571
47712,Zimbabwe,Hamilton Masakadza,178,18-10-2009,Sun,Harare Sports Club,Kenya,167,1,1.0658682634730539
47713,Zimbabwe,Hamilton Masakadza,156,12-10-2009,Mon,Harare Sports Club,Kenya,151,1,1.033112582781457
47714,Zimbabwe,Hamilton Masakadza,102,14-08-2009,Fri,Queens Sports Club,Bangladesh,112,1,0.9107142857142857
48084,Zimbabwe,Stuart V Carlisle,121,18-12-1999,Sat,Harare Sports Club,Sri Lanka,138,1,0.8768115942028986
48085,Zimbabwe,Stuart V Carlisle,119,04-02-2001,Sun,W.A.C.A. Ground,Australia,145,1,0.8206896551724138
48086,Zimbabwe,Stuart V Carlisle,109,24-01-2004,Sat,Adelaide Oval,India,128,1,0.8515625
48310,Zimbabwe,Vusimuzi Sibanda,116,20-05-2006,Sat,Queen's Park Oval,Bermuda,137,1,0.8467153284671532
48493,Zimbabwe,Murray W Goodwin,112,16-07-2000,Sun,Riverside Ground,West Indies,137,1,0.8175182481751825
48494,Zimbabwe,Murray W Goodwin,111,24-01-1998,Sat,R. Premadasa Stadium,Sri Lanka,134,1,0.8283582089552238
48562,Zimbabwe,Craig B Wishart,172,10-02-2003,Mon,Harare Sports Club,Namibia,151,1,1.1390728476821192
48563,Zimbabwe,Craig B Wishart,102,30-09-1998,Wed,Harare Sports Club,India,124,1,0.8225806451612904
48636,Zimbabwe,Neil C Johnson,132,09-06-1999,Wed,Lord's,Australia,144,1,0.9166666666666666
48637,Zimbabwe,Neil C Johnson,110,21-10-1999,Thu,Queens Sports Club,Australia,124,1,0.8870967741935484
48638,Zimbabwe,Neil C Johnson,103,22-11-1998,Sun,Sheikhupura Stadium,Pakistan,120,1,0.8583333333333333
48639,Zimbabwe,Neil C Johnson,101,23-03-1999,Tue,Bangabandhu National Stadium,Kenya,120,1,0.8416666666666667
48682,Zimbabwe,David L Houghton,142,10-10-1987,Sat,Lal Bahadur Shastri Stadium,New Zealand,137,1,1.0364963503649636
48737,Zimbabwe,Dion D Ebrahim,121,25-11-2001,Sun,Bangabandhu National Stadium,Bangladesh,140,1,0.8642857142857143
49101,Zimbabwe,Charles K Coventry,194,16-08-2009,Sun,Queens Sports Club,Bangladesh,156,1,1.2435897435897436
49208,Zimbabwe,Sean M Ervine,100,24-01-2004,Sat,Adelaide Oval,India,100,1,1.0
49237,Zimbabwe,Douglas A Marillier,100,05-04-2003,Sat,Sharjah CA Stadium,Kenya,147,1,0.6802721088435374
